perturbation,cell_line,dose_value,time,n_cells,scaffold,smiles
Ofloxacin,K562,1000.0,24.0,307,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ofloxacin,K562,10000.0,24.0,267,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ofloxacin,MCF7,10.0,24.0,450,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ofloxacin,MCF7,100.0,24.0,493,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ofloxacin,MCF7,1000.0,24.0,530,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ofloxacin,MCF7,10000.0,24.0,567,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
PCI-34051,A549,10.0,24.0,196,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,10.0,72.0,462,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,100.0,24.0,217,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,100.0,72.0,432,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,1000.0,24.0,195,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,1000.0,72.0,436,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,10000.0,24.0,149,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,A549,10000.0,72.0,456,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,K562,10.0,24.0,257,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,K562,100.0,24.0,261,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,K562,1000.0,24.0,251,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,K562,10000.0,24.0,196,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,MCF7,10.0,24.0,420,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,MCF7,100.0,24.0,460,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,MCF7,1000.0,24.0,421,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PCI-34051,MCF7,10000.0,24.0,362,c1ccc(Cn2ccc3ccccc32)cc1,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
PD173074,A549,10.0,24.0,240,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,A549,100.0,24.0,253,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,A549,1000.0,24.0,227,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,A549,10000.0,24.0,235,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,K562,10.0,24.0,267,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,K562,100.0,24.0,286,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,K562,1000.0,24.0,269,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,K562,10000.0,24.0,249,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,MCF7,10.0,24.0,474,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,MCF7,100.0,24.0,446,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,MCF7,1000.0,24.0,351,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD173074,MCF7,10000.0,24.0,371,c1ccc(-c2cnc3ncncc3c2)cc1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
PD98059,A549,10.0,24.0,236,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,A549,100.0,24.0,258,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,A549,1000.0,24.0,224,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,A549,10000.0,24.0,255,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,K562,10.0,24.0,269,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,K562,100.0,24.0,231,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,K562,1000.0,24.0,275,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,K562,10000.0,24.0,255,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,MCF7,10.0,24.0,553,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,MCF7,100.0,24.0,601,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,MCF7,1000.0,24.0,514,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PD98059,MCF7,10000.0,24.0,542,O=c1cc(-c2ccccc2)oc2ccccc12,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
PF-3845,A549,10.0,24.0,248,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,A549,100.0,24.0,256,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,A549,1000.0,24.0,224,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,A549,10000.0,24.0,233,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,K562,10.0,24.0,234,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,K562,100.0,24.0,208,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,K562,1000.0,24.0,246,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,K562,10000.0,24.0,247,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,MCF7,10.0,24.0,495,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,MCF7,100.0,24.0,508,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,MCF7,1000.0,24.0,379,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-3845,MCF7,10000.0,24.0,505,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccccn3)c2)CC1,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
PF-573228,A549,10.0,24.0,193,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,A549,100.0,24.0,255,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,A549,1000.0,24.0,221,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,A549,10000.0,24.0,175,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,K562,10.0,24.0,191,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,K562,100.0,24.0,223,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,K562,1000.0,24.0,263,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,K562,10000.0,24.0,223,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,MCF7,10.0,24.0,401,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,MCF7,100.0,24.0,528,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,MCF7,1000.0,24.0,445,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PF-573228,MCF7,10000.0,24.0,299,O=C1CCc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
PFI-1 (PF-6405761),A549,10.0,24.0,217,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,10.0,72.0,523,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,100.0,24.0,161,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,100.0,72.0,584,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,1000.0,24.0,187,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,1000.0,72.0,620,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,10000.0,24.0,180,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),A549,10000.0,72.0,474,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),K562,10.0,24.0,290,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),K562,100.0,24.0,282,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),K562,1000.0,24.0,233,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),K562,10000.0,24.0,145,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),MCF7,10.0,24.0,501,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),MCF7,100.0,24.0,522,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),MCF7,1000.0,24.0,505,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PFI-1 (PF-6405761),MCF7,10000.0,24.0,524,O=C1NCc2cc(NS(=O)(=O)c3ccccc3)ccc2N1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
PHA-680632,A549,10.0,24.0,185,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,10.0,72.0,514,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,100.0,24.0,199,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,100.0,72.0,375,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,1000.0,24.0,154,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,1000.0,72.0,258,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,10000.0,24.0,148,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,A549,10000.0,72.0,233,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,K562,10.0,24.0,249,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,K562,100.0,24.0,228,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,K562,1000.0,24.0,177,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,K562,10000.0,24.0,114,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,MCF7,10.0,24.0,456,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,MCF7,100.0,24.0,313,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,MCF7,1000.0,24.0,405,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PHA-680632,MCF7,10000.0,24.0,242,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C
PJ34,A549,10.0,24.0,237,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,A549,100.0,24.0,212,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,A549,1000.0,24.0,224,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,A549,10000.0,24.0,213,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,K562,10.0,24.0,276,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,K562,100.0,24.0,260,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,K562,1000.0,24.0,251,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,K562,10000.0,24.0,200,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,MCF7,10.0,24.0,612,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,MCF7,100.0,24.0,546,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,MCF7,1000.0,24.0,563,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
PJ34,MCF7,10000.0,24.0,461,O=c1[nH]c2ccccc2c2ccccc12,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
Panobinostat (LBH589),A549,10.0,24.0,225,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,10.0,72.0,360,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,100.0,24.0,130,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,100.0,72.0,129,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,1000.0,24.0,113,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,1000.0,72.0,44,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,10000.0,24.0,139,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),A549,10000.0,72.0,15,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),K562,10.0,24.0,174,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),K562,100.0,24.0,106,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
Panobinostat (LBH589),K562,1000.0,24.0,86,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
