sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
Trametinib (GSK1120212)__MCF7__100nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),MCF7,100.0,24.0,487,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,test,train,excluded
Trametinib (GSK1120212)__MCF7__1000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),MCF7,1000.0,24.0,483,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,test,train,excluded
Trametinib (GSK1120212)__MCF7__10000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),MCF7,10000.0,24.0,404,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,test,train,excluded
Tranylcypromine (2-PCPA) HCl__A549__10nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,A549,10.0,24.0,311,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__A549__100nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,A549,100.0,24.0,249,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__A549__1000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,A549,1000.0,24.0,221,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__A549__10000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,A549,10000.0,24.0,272,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__K562__10nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,K562,10.0,24.0,252,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,test,train,train,train
Tranylcypromine (2-PCPA) HCl__K562__100nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,K562,100.0,24.0,222,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__K562__1000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,K562,1000.0,24.0,268,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__K562__10000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,K562,10000.0,24.0,259,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,train,train,train
Tranylcypromine (2-PCPA) HCl__MCF7__10nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,MCF7,10.0,24.0,614,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,test,train,excluded
Tranylcypromine (2-PCPA) HCl__MCF7__100nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,MCF7,100.0,24.0,590,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,test,test,train,excluded
Tranylcypromine (2-PCPA) HCl__MCF7__1000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,MCF7,1000.0,24.0,473,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,test,train,excluded
Tranylcypromine (2-PCPA) HCl__MCF7__10000nM__24h,Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,MCF7,10000.0,24.0,560,C1[C@@H](C1C2=CC=CC=C2)N.Cl,c1ccc(C2CC2)cc1,70183457,train,test,train,excluded
Triamcinolone Acetonide__A549__10nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,A549,10.0,24.0,230,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__A549__100nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,A549,100.0,24.0,232,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__A549__1000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,A549,1000.0,24.0,215,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__A549__10000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,A549,10000.0,24.0,226,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__K562__10nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,K562,10.0,24.0,277,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__K562__100nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,K562,100.0,24.0,253,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__K562__1000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,K562,1000.0,24.0,319,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,test,train,test,excluded
Triamcinolone Acetonide__K562__10000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,K562,10000.0,24.0,314,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,train,test,excluded
Triamcinolone Acetonide__MCF7__10nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,MCF7,10.0,24.0,461,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,test,test,test
Triamcinolone Acetonide__MCF7__100nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,MCF7,100.0,24.0,503,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,test,test,test,test
Triamcinolone Acetonide__MCF7__1000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,MCF7,1000.0,24.0,419,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,test,test,test,test
Triamcinolone Acetonide__MCF7__10000nM__24h,Triamcinolone Acetonide,Triamcinolone Acetonide,MCF7,10000.0,24.0,516,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,6436,train,test,test,test
Trichostatin A (TSA)__A549__10nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),A549,10.0,24.0,271,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,train,train,train
Trichostatin A (TSA)__A549__100nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),A549,100.0,24.0,227,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,train,train,train
Trichostatin A (TSA)__A549__1000nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),A549,1000.0,24.0,215,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,test,train,train,train
Trichostatin A (TSA)__A549__10000nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),A549,10000.0,24.0,170,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,test,train,train,train
Trichostatin A (TSA)__K562__10nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),K562,10.0,24.0,247,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,train,train,train
Trichostatin A (TSA)__K562__100nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),K562,100.0,24.0,243,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,train,train,train
Trichostatin A (TSA)__K562__1000nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),K562,1000.0,24.0,203,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,train,train,train
Trichostatin A (TSA)__MCF7__10nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),MCF7,10.0,24.0,471,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,test,train,excluded
Trichostatin A (TSA)__MCF7__100nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),MCF7,100.0,24.0,555,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,test,train,excluded
Trichostatin A (TSA)__MCF7__1000nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),MCF7,1000.0,24.0,408,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,test,train,excluded
Trichostatin A (TSA)__MCF7__10000nM__24h,Trichostatin A (TSA),Trichostatin A (TSA),MCF7,10000.0,24.0,415,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,c1ccccc1,444732,train,test,train,excluded
Tubastatin A HCl__A549__10nM__24h,Tubastatin A HCl,Tubastatin A HCl,A549,10.0,24.0,262,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,test,train,train,train
Tubastatin A HCl__A549__100nM__24h,Tubastatin A HCl,Tubastatin A HCl,A549,100.0,24.0,269,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__A549__1000nM__24h,Tubastatin A HCl,Tubastatin A HCl,A549,1000.0,24.0,244,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__A549__10000nM__24h,Tubastatin A HCl,Tubastatin A HCl,A549,10000.0,24.0,268,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__K562__10nM__24h,Tubastatin A HCl,Tubastatin A HCl,K562,10.0,24.0,256,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__K562__100nM__24h,Tubastatin A HCl,Tubastatin A HCl,K562,100.0,24.0,205,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__K562__1000nM__24h,Tubastatin A HCl,Tubastatin A HCl,K562,1000.0,24.0,246,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,test,train,train,train
Tubastatin A HCl__K562__10000nM__24h,Tubastatin A HCl,Tubastatin A HCl,K562,10000.0,24.0,235,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,train,train,train
Tubastatin A HCl__MCF7__10nM__24h,Tubastatin A HCl,Tubastatin A HCl,MCF7,10.0,24.0,616,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,test,train,excluded
Tubastatin A HCl__MCF7__100nM__24h,Tubastatin A HCl,Tubastatin A HCl,MCF7,100.0,24.0,569,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,test,test,train,excluded
Tubastatin A HCl__MCF7__1000nM__24h,Tubastatin A HCl,Tubastatin A HCl,MCF7,1000.0,24.0,514,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,test,train,excluded
Tubastatin A HCl__MCF7__10000nM__24h,Tubastatin A HCl,Tubastatin A HCl,MCF7,10000.0,24.0,541,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,c1ccc(Cn2c3c(c4ccccc42)CNCC3)cc1,57336514,train,test,train,excluded
Tucidinostat (Chidamide)__A549__10nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),A549,10.0,24.0,210,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,test,train,train,train
Tucidinostat (Chidamide)__A549__100nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),A549,100.0,24.0,130,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,test,train,train,train
Tucidinostat (Chidamide)__A549__1000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),A549,1000.0,24.0,221,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__A549__10000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),A549,10000.0,24.0,194,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__K562__10nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),K562,10.0,24.0,243,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__K562__100nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),K562,100.0,24.0,205,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__K562__1000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),K562,1000.0,24.0,207,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__K562__10000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),K562,10000.0,24.0,139,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,train,train,train
Tucidinostat (Chidamide)__MCF7__10nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),MCF7,10.0,24.0,493,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,test,test,train,excluded
Tucidinostat (Chidamide)__MCF7__100nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),MCF7,100.0,24.0,326,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,train,test,train,excluded
Tucidinostat (Chidamide)__MCF7__1000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),MCF7,1000.0,24.0,353,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,test,test,train,excluded
Tucidinostat (Chidamide)__MCF7__10000nM__24h,Tucidinostat (Chidamide),Tucidinostat (Chidamide),MCF7,10000.0,24.0,436,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,12136798,test,test,train,excluded
UNC0379__A549__10nM__24h,UNC0379,UNC0379,A549,10.0,24.0,274,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__A549__100nM__24h,UNC0379,UNC0379,A549,100.0,24.0,253,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__A549__1000nM__24h,UNC0379,UNC0379,A549,1000.0,24.0,264,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__A549__10000nM__24h,UNC0379,UNC0379,A549,10000.0,24.0,169,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__K562__10nM__24h,UNC0379,UNC0379,K562,10.0,24.0,261,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__K562__100nM__24h,UNC0379,UNC0379,K562,100.0,24.0,265,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,test,train,train,train
UNC0379__K562__1000nM__24h,UNC0379,UNC0379,K562,1000.0,24.0,251,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,train,train,train
UNC0379__K562__10000nM__24h,UNC0379,UNC0379,K562,10000.0,24.0,197,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,test,train,train,train
UNC0379__MCF7__10nM__24h,UNC0379,UNC0379,MCF7,10.0,24.0,573,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,test,train,excluded
UNC0379__MCF7__100nM__24h,UNC0379,UNC0379,MCF7,100.0,24.0,493,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,train,test,train,excluded
UNC0379__MCF7__1000nM__24h,UNC0379,UNC0379,MCF7,1000.0,24.0,519,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,test,test,train,excluded
UNC0379__MCF7__10000nM__24h,UNC0379,UNC0379,MCF7,10000.0,24.0,288,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,c1ccc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2c1,78357767,test,test,train,excluded
UNC0631__A549__10nM__24h,UNC0631,UNC0631,A549,10.0,24.0,242,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__A549__100nM__24h,UNC0631,UNC0631,A549,100.0,24.0,248,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__A549__1000nM__24h,UNC0631,UNC0631,A549,1000.0,24.0,238,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__A549__10000nM__24h,UNC0631,UNC0631,A549,10000.0,24.0,236,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__K562__10nM__24h,UNC0631,UNC0631,K562,10.0,24.0,279,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__K562__100nM__24h,UNC0631,UNC0631,K562,100.0,24.0,240,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__K562__1000nM__24h,UNC0631,UNC0631,K562,1000.0,24.0,221,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
UNC0631__K562__10000nM__24h,UNC0631,UNC0631,K562,10000.0,24.0,243,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,c1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,53315868,train,train,test,excluded
